2025-06-24 17:54:51,805 | __main__ | INFO | run_pipeline.py:517 | 🚀 Starting interactive chat session
2025-06-24 17:54:51,805 | __main__ | INFO | run_pipeline.py:518 | 🤖 Model ID: Qwen/Qwen2.5-1.5B-Instruct
2025-06-24 17:54:51,805 | __main__ | INFO | run_pipeline.py:519 | 📊 Top K: 5
2025-06-24 17:54:51,805 | __main__ | INFO | run_pipeline.py:532 | 🔧 Initializing RAG pipeline and LLM runner
2025-06-24 17:54:51,806 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-24 17:54:51,806 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-24 17:54:51,807 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-24 17:54:51,807 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:37 | Vector store (chroma) initialized successfully
2025-06-24 17:54:51,807 | pynucleus | INFO | engine.py:58 | ChromaDB collection initialized successfully
2025-06-24 17:54:51,807 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:73 | ChromaDB collection contains 3772 documents
2025-06-24 17:54:51,807 | pynucleus.llm.llm_runner | INFO | llm_runner.py:27 | Loading model: Qwen/Qwen2.5-1.5B-Instruct
2025-06-24 17:55:08,813 | pynucleus.llm.llm_runner | INFO | llm_runner.py:47 | Model loaded successfully on device: cpu
2025-06-24 17:55:16,072 | pynucleus | INFO | engine.py:129 | Enhanced retrieval: 3 documents (filtered from 3) for query
2025-06-24 17:55:16,072 | pynucleus | INFO | engine.py:345 | Retrieved 3 documents for query: 'what is distillation columns?'
2025-06-24 17:55:16,072 | pynucleus | INFO | engine.py:347 | Document lengths: [2230, 2127, 2389]
2025-06-24 17:55:16,072 | pynucleus | INFO | engine.py:189 | Built optimized context: 2 chunks, 2026 characters
2025-06-24 17:55:16,072 | pynucleus | INFO | engine.py:357 | Using RAG approach with 3 documents
2025-06-24 17:55:16,072 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=2048, stream=False)
