2025-06-21 13:00:50,963 | __main__ | INFO | run_web_app.py:134 | PyNucleus web application starting
2025-06-21 13:00:51,006 | werkzeug | INFO | _internal.py:97 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5001
 * Running on http://192.168.85.81:5001
2025-06-21 13:00:51,006 | werkzeug | INFO | _internal.py:97 | [33mPress CTRL+C to quit[0m
2025-06-21 13:00:56,981 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 13:00:56] "GET / HTTP/1.1" 200 -
2025-06-21 13:00:57,164 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 13:00:57] "[33mGET /apple-touch-icon-precomposed.png HTTP/1.1[0m" 404 -
2025-06-21 13:00:57,268 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 13:00:57] "[33mGET /apple-touch-icon.png HTTP/1.1[0m" 404 -
2025-06-21 13:01:04,849 | pynucleus.api.app | INFO | app.py:274 | Processing question: what modular plants? ...
2025-06-21 13:01:04,955 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-21 13:01:04,955 | pynucleus.rag.vector_store | INFO | vector_store.py:630 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-21 13:01:05,035 | pynucleus.rag.vector_store | INFO | vector_store.py:635 | ChromaDB collection contains 3588 documents
2025-06-21 13:01:05,207 | pynucleus.rag.vector_store | INFO | vector_store.py:712 | ChromaDB search for 'what modular plants? ...' returned 5 results
2025-06-21 13:01:05,207 | pynucleus | WARNING | model_loader.py:62 | Prompt truncated to 1500 characters
2025-06-21 13:01:05,721 | pynucleus | WARNING | model_loader.py:99 | Model generation failed: Empty or too short response. Using fallback.
2025-06-21 13:01:05,826 | pynucleus.api.app | INFO | app.py:319 | Question processed successfully in 0.98s
2025-06-21 13:01:05,826 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 13:01:05] "POST /ask HTTP/1.1" 200 -
2025-06-21 13:01:28,097 | pynucleus.api.app | INFO | app.py:274 | Processing question: can you talk to me about the problems of modular p...
2025-06-21 13:01:28,208 | pynucleus.rag.vector_store | INFO | vector_store.py:712 | ChromaDB search for 'can you talk to me about the problems of modular p...' returned 5 results
2025-06-21 13:01:28,208 | pynucleus | WARNING | model_loader.py:62 | Prompt truncated to 1500 characters
2025-06-21 13:01:28,619 | pynucleus | WARNING | model_loader.py:99 | Model generation failed: Empty or too short response. Using fallback.
2025-06-21 13:01:28,712 | pynucleus.api.app | INFO | app.py:319 | Question processed successfully in 0.61s
2025-06-21 13:01:28,712 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 13:01:28] "POST /ask HTTP/1.1" 200 -
2025-06-21 13:01:30,899 | pynucleus.api.app | INFO | app.py:274 | Processing question: can you talk to me about the problems of modular p...
2025-06-21 13:01:31,011 | pynucleus.rag.vector_store | INFO | vector_store.py:712 | ChromaDB search for 'can you talk to me about the problems of modular p...' returned 5 results
2025-06-21 13:01:31,011 | pynucleus | WARNING | model_loader.py:62 | Prompt truncated to 1500 characters
2025-06-21 13:01:31,026 | pynucleus | WARNING | model_loader.py:99 | Model generation failed: Empty or too short response. Using fallback.
2025-06-21 13:01:31,156 | pynucleus.api.app | INFO | app.py:319 | Question processed successfully in 0.26s
2025-06-21 13:01:31,156 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 13:01:31] "POST /ask HTTP/1.1" 200 -
2025-06-21 13:01:40,475 | pynucleus.api.app | INFO | app.py:414 | File uploaded to source_documents: 2007-natural-gas-processing-ehs-guidelines-en.pdf
2025-06-21 13:01:40,479 | pynucleus | INFO | collector.py:64 | ChromaDB client initialized successfully in collector
2025-06-21 13:01:40,489 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:211 | Use pytorch device_name: mps
2025-06-21 13:01:40,489 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:219 | Load pretrained SentenceTransformer: all-MiniLM-L6-v2
2025-06-21 13:01:42,110 | pynucleus | INFO | collector.py:113 | Found 10 files to ingest from data/01_raw/source_documents
2025-06-21 13:01:42,110 | pynucleus | INFO | collector.py:114 |   - 1 .txt files
2025-06-21 13:01:42,111 | pynucleus | INFO | collector.py:115 |   - 9 .pdf files
2025-06-21 13:01:42,111 | pynucleus | INFO | collector.py:116 |   - 0 .md files
2025-06-21 13:01:42,113 | pynucleus.rag.document_processor | ERROR | document_processor.py:83 | Failed to process document data/01_raw/source_documents/The Landscape of Modular Chemical Plants in Africa- Opportunities, Challenges, and Strategic Imperatives for Industrialization.txt: sequence item 0: expected str instance, dict found
2025-06-21 13:01:42,113 | pynucleus | WARNING | collector.py:128 | Document processor failed for data/01_raw/source_documents/The Landscape of Modular Chemical Plants in Africa- Opportunities, Challenges, and Strategic Imperatives for Industrialization.txt: sequence item 0: expected str instance, dict found
2025-06-21 13:01:50,037 | pynucleus.api.app | INFO | app.py:586 | Generating system statistics
