2025-06-22 18:32:15,277 | __main__ | INFO | run_web_app.py:134 | PyNucleus web application starting
2025-06-22 18:32:15,314 | werkzeug | INFO | _internal.py:97 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5001
 * Running on http://192.168.1.43:5001
2025-06-22 18:32:15,315 | werkzeug | INFO | _internal.py:97 | [33mPress CTRL+C to quit[0m
2025-06-22 18:32:17,835 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 18:32:17] "[36mGET / HTTP/1.1[0m" 304 -
2025-06-22 18:32:20,998 | pynucleus | INFO | engine.py:38 | ChromaDB client initialized successfully
2025-06-22 18:32:21,263 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-22 18:32:21,422 | pynucleus | INFO | engine.py:74 | Retrieved 1000 documents for query
2025-06-22 18:32:21,422 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 18:32:21] "GET /status HTTP/1.1" 200 -
2025-06-22 18:32:22,274 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-22 18:32:22,275 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-22 18:32:22,281 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-22 18:32:22,392 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-22 18:32:22,395 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 18:32:22] "GET /system_statistics HTTP/1.1" 200 -
2025-06-22 18:32:35,490 | pynucleus.api.app | INFO | app.py:151 | Health check requested
2025-06-22 18:32:35,602 | pynucleus | INFO | engine.py:74 | Retrieved 2 documents for query
2025-06-22 18:32:35,602 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=50, stream=False)
2025-06-22 18:32:39,004 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-22 18:32:39,004 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-22 18:32:39,004 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-22 18:32:39,005 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 18:32:39] "GET /health HTTP/1.1" 200 -
2025-06-22 18:33:21,476 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-22 18:33:21,476 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-22 18:33:21,477 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-22 18:33:21,583 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-22 18:33:21,584 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 18:33:21] "GET /system_statistics HTTP/1.1" 200 -
2025-06-22 18:33:34,956 | pynucleus.api.app | INFO | app.py:1093 | Starting enhanced evaluation (threshold=0.7, sample_size=3)...
2025-06-22 18:33:34,958 | pynucleus | INFO | golden_eval.py:44 | 🔍 Starting comprehensive evaluation...
2025-06-22 18:33:34,961 | pynucleus | INFO | golden_eval.py:58 | Randomly sampled 3 questions from 49 total questions
2025-06-22 18:33:35,059 | pynucleus | INFO | engine.py:74 | Retrieved 2 documents for query
2025-06-22 18:33:35,059 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=50, stream=False)
2025-06-22 18:33:38,721 | pynucleus | INFO | engine.py:74 | Retrieved 2 documents for query
2025-06-22 18:33:38,721 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=50, stream=False)
2025-06-22 18:33:43,231 | pynucleus | INFO | engine.py:74 | Retrieved 2 documents for query
2025-06-22 18:33:43,231 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=50, stream=False)
2025-06-22 18:33:46,816 | pynucleus | INFO | golden_eval.py:429 | 📊 Detailed evaluation results saved to: data/validation/results/enhanced_evaluation_20250622_183346.json
2025-06-22 18:33:46,816 | pynucleus | INFO | golden_eval.py:89 | Evaluation completed: 0.0% success rate
2025-06-22 18:33:46,816 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 18:33:46] "GET /enhanced_evaluation?sample_size=3&format=text HTTP/1.1" 200 -
2025-06-22 18:34:17,582 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 18:34:17] "[36mGET / HTTP/1.1[0m" 304 -
2025-06-22 18:34:20,411 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-22 18:34:20,572 | pynucleus | INFO | engine.py:74 | Retrieved 1000 documents for query
2025-06-22 18:34:20,573 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 18:34:20] "GET /status HTTP/1.1" 200 -
2025-06-22 18:34:21,413 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-22 18:34:21,414 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-22 18:34:21,425 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-22 18:34:21,529 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-22 18:34:21,531 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 18:34:21] "GET /system_statistics HTTP/1.1" 200 -
2025-06-22 18:34:22,685 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
2025-06-22 18:34:22,786 | pynucleus | INFO | engine.py:74 | Retrieved 1000 documents for query
2025-06-22 18:34:22,787 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [22/Jun/2025 18:34:22] "GET /status HTTP/1.1" 200 -
2025-06-22 18:34:26,518 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-22 18:34:26,518 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-22 18:34:26,519 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-22 18:34:26,653 | pynucleus | INFO | engine.py:74 | Retrieved 1 documents for query
