2025-06-21 13:50:56,901 | __main__ | INFO | run_web_app.py:134 | PyNucleus web application starting
2025-06-21 13:50:56,952 | werkzeug | INFO | _internal.py:97 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5001
 * Running on http://192.168.85.81:5001
2025-06-21 13:50:56,952 | werkzeug | INFO | _internal.py:97 | [33mPress CTRL+C to quit[0m
2025-06-21 13:51:09,332 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 13:51:09] "[36mGET / HTTP/1.1[0m" 304 -
2025-06-21 13:51:15,037 | pynucleus.api.app | INFO | app.py:289 | Processing question: what is modular plants? ...
2025-06-21 13:51:15,130 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-21 13:51:15,130 | pynucleus.rag.vector_store | INFO | vector_store.py:630 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-21 13:51:15,216 | pynucleus.rag.vector_store | INFO | vector_store.py:635 | ChromaDB collection contains 3620 documents
2025-06-21 13:51:15,400 | pynucleus.rag.vector_store | INFO | vector_store.py:712 | ChromaDB search for 'what is modular plants? ...' returned 5 results
2025-06-21 13:51:15,401 | pynucleus | WARNING | model_loader.py:62 | Prompt truncated to 1500 characters
2025-06-21 13:51:15,896 | pynucleus | WARNING | model_loader.py:99 | Model generation failed: Empty or too short response. Using fallback.
2025-06-21 13:51:15,998 | pynucleus.api.app | INFO | app.py:334 | Question processed successfully in 0.96s
2025-06-21 13:51:15,998 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 13:51:15] "POST /ask HTTP/1.1" 200 -
2025-06-21 13:51:28,662 | pynucleus.api.app | INFO | app.py:429 | File uploaded to source_documents: industrialization-for-an-emerging-africa-issuespaper.pdf
2025-06-21 13:51:28,666 | pynucleus | INFO | collector.py:64 | ChromaDB client initialized successfully in collector
2025-06-21 13:51:28,674 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:211 | Use pytorch device_name: mps
2025-06-21 13:51:28,675 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:219 | Load pretrained SentenceTransformer: all-MiniLM-L6-v2
2025-06-21 13:51:30,219 | pynucleus | INFO | collector.py:125 | Processing new file: industrialization-for-an-emerging-africa-issuespaper.pdf
2025-06-21 13:51:30,952 | camelot | INFO | lattice.py:407 | Processing page-1
2025-06-21 13:51:30,953 | pynucleus.rag.document_processor | ERROR | document_processor.py:472 | Failed to extract tables from data/01_raw/source_documents/industrialization-for-an-emerging-africa-issuespaper.pdf: Ghostscript is not installed. You can install it using the instructions here: https://camelot-py.readthedocs.io/en/master/user/install-deps.html
2025-06-21 13:51:31,110 | pynucleus | INFO | collector.py:190 | Successfully processed industrialization-for-an-emerging-africa-issuespaper.pdf: 1 chunks added
2025-06-21 13:51:31,110 | pynucleus.api.app | INFO | app.py:438 | Document processed successfully: industrialization-for-an-emerging-africa-issuespaper.pdf (1 chunks)
2025-06-21 13:51:31,111 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 13:51:31] "POST /upload HTTP/1.1" 200 -
2025-06-21 13:54:03,731 | pynucleus.api.app | INFO | app.py:64 | Received signal 15, shutting down gracefully...
2025-06-21 13:54:03,731 | pynucleus.api.app | INFO | app.py:51 | Cleaning up application resources...
2025-06-21 13:54:03,876 | pynucleus.api.app | INFO | app.py:55 | Resource cleanup completed
2025-06-21 13:54:04,010 | pynucleus.api.app | INFO | app.py:51 | Cleaning up application resources...
2025-06-21 13:54:04,149 | pynucleus.api.app | INFO | app.py:55 | Resource cleanup completed
