2025-06-21 13:55:29,417 | __main__ | INFO | run_web_app.py:134 | PyNucleus web application starting
2025-06-21 13:55:29,474 | werkzeug | INFO | _internal.py:97 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5001
 * Running on http://192.168.85.81:5001
2025-06-21 13:55:29,474 | werkzeug | INFO | _internal.py:97 | [33mPress CTRL+C to quit[0m
2025-06-21 13:55:36,930 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 13:55:36] "GET / HTTP/1.1" 200 -
2025-06-21 13:55:43,268 | pynucleus.api.app | INFO | app.py:289 | Processing question: what is modular plants? ...
2025-06-21 13:55:43,369 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-21 13:55:43,369 | pynucleus.rag.vector_store | INFO | vector_store.py:630 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-21 13:55:43,470 | pynucleus.rag.vector_store | INFO | vector_store.py:635 | ChromaDB collection contains 3621 documents
2025-06-21 13:55:43,671 | pynucleus.rag.vector_store | INFO | vector_store.py:712 | ChromaDB search for 'what is modular plants? ...' returned 5 results
2025-06-21 13:55:43,671 | pynucleus | WARNING | model_loader.py:62 | Prompt truncated to 1500 characters
2025-06-21 13:55:44,171 | pynucleus | WARNING | model_loader.py:99 | Model generation failed: Empty or too short response. Using fallback.
2025-06-21 13:55:44,294 | pynucleus.api.app | INFO | app.py:334 | Question processed successfully in 1.03s
2025-06-21 13:55:44,294 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 13:55:44] "POST /ask HTTP/1.1" 200 -
2025-06-21 13:55:56,628 | pynucleus.api.app | INFO | app.py:429 | File uploaded to source_documents: industrialization-for-an-emerging-africa-issuespaper.pdf
2025-06-21 13:55:56,632 | pynucleus | INFO | collector.py:64 | ChromaDB client initialized successfully in collector
2025-06-21 13:55:56,634 | pynucleus | INFO | collector.py:64 | ChromaDB client initialized successfully in collector
2025-06-21 13:55:56,796 | pynucleus | INFO | collector.py:131 | File industrialization-for-an-emerging-africa-issuespaper.pdf already processed, skipping
2025-06-21 13:55:56,796 | pynucleus.api.app | INFO | app.py:448 | Document already processed: industrialization-for-an-emerging-africa-issuespaper.pdf
2025-06-21 13:55:56,796 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 13:55:56] "POST /upload HTTP/1.1" 200 -
2025-06-21 13:56:01,675 | pynucleus.api.app | INFO | app.py:429 | File uploaded to source_documents: industrialization-for-an-emerging-africa-issuespaper.pdf
2025-06-21 13:56:01,681 | pynucleus | INFO | collector.py:64 | ChromaDB client initialized successfully in collector
2025-06-21 13:56:01,683 | pynucleus | INFO | collector.py:64 | ChromaDB client initialized successfully in collector
2025-06-21 13:56:01,719 | pynucleus | INFO | collector.py:131 | File industrialization-for-an-emerging-africa-issuespaper.pdf already processed, skipping
2025-06-21 13:56:01,719 | pynucleus.api.app | INFO | app.py:448 | Document already processed: industrialization-for-an-emerging-africa-issuespaper.pdf
2025-06-21 13:56:01,719 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 13:56:01] "POST /upload HTTP/1.1" 200 -
2025-06-21 13:56:02,373 | pynucleus.api.app | INFO | app.py:429 | File uploaded to source_documents: industrialization-for-an-emerging-africa-issuespaper.pdf
2025-06-21 13:56:02,376 | pynucleus | INFO | collector.py:64 | ChromaDB client initialized successfully in collector
2025-06-21 13:56:02,379 | pynucleus | INFO | collector.py:64 | ChromaDB client initialized successfully in collector
2025-06-21 13:56:02,483 | pynucleus | INFO | collector.py:131 | File industrialization-for-an-emerging-africa-issuespaper.pdf already processed, skipping
2025-06-21 13:56:02,483 | pynucleus.api.app | INFO | app.py:448 | Document already processed: industrialization-for-an-emerging-africa-issuespaper.pdf
2025-06-21 13:56:02,484 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 13:56:02] "POST /upload HTTP/1.1" 200 -
2025-06-21 13:57:24,635 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 13:57:24] "GET / HTTP/1.1" 200 -
2025-06-21 13:57:32,607 | pynucleus.api.app | INFO | app.py:429 | File uploaded to source_documents: industrialization-for-an-emerging-africa-issuespaper.pdf
2025-06-21 13:57:32,611 | pynucleus | INFO | collector.py:64 | ChromaDB client initialized successfully in collector
2025-06-21 13:57:32,613 | pynucleus | INFO | collector.py:64 | ChromaDB client initialized successfully in collector
2025-06-21 13:57:32,721 | pynucleus | INFO | collector.py:131 | File industrialization-for-an-emerging-africa-issuespaper.pdf already processed, skipping
2025-06-21 13:57:32,721 | pynucleus.api.app | INFO | app.py:448 | Document already processed: industrialization-for-an-emerging-africa-issuespaper.pdf
