2025-07-01 04:10:00,990 | __main__ | INFO | run_pipeline.py:519 | 🚀 Starting interactive chat session
2025-07-01 04:10:00,990 | __main__ | INFO | run_pipeline.py:520 | 🤖 Model ID: Qwen/Qwen2.5-1.5B-Instruct
2025-07-01 04:10:00,990 | __main__ | INFO | run_pipeline.py:521 | 📊 Top K: 5
2025-07-01 04:10:00,990 | __main__ | INFO | run_pipeline.py:534 | 🔧 Initializing RAG pipeline and LLM runner
2025-07-01 04:10:00,991 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-07-01 04:10:00,991 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-07-01 04:10:00,991 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 5305 documents
2025-07-01 04:10:00,991 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:41 | Vector store (chroma) initialized successfully
2025-07-01 04:10:00,992 | pynucleus | INFO | engine.py:78 | ChromaDB collection initialized successfully
2025-07-01 04:10:00,992 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:77 | ChromaDB collection contains 5305 documents
2025-07-01 04:10:00,992 | pynucleus.llm.llm_runner | INFO | llm_runner.py:27 | Loading model: Qwen/Qwen2.5-1.5B-Instruct
2025-07-01 04:10:11,337 | pynucleus.llm.llm_runner | INFO | llm_runner.py:47 | Model loaded successfully on device: cpu
2025-07-01 04:10:29,550 | pynucleus | INFO | engine.py:137 | Enhanced retrieval: 0 documents (filtered from 3) for query
2025-07-01 04:10:29,801 | pynucleus.eval | WARNING | __init__.py:42 | No calibration model found at data/calibration/models/calibration_isotonic.pkl
2025-07-01 04:10:29,801 | pynucleus | INFO | engine.py:28 | No trained confidence calibration model found, using identity function
2025-07-01 04:11:14,077 | pynucleus.llm.llm_runner | INFO | llm_runner.py:201 | Generated response in 44.26s
2025-07-01 04:12:16,053 | pynucleus.eval.confidence_calibration | INFO | confidence_calibration.py:107 | Initialized ConfidenceCalibrator with method=both
