2025-06-19 16:46:17,542 | __main__ | INFO | run_pipeline.py:436 | 🚀 Starting RAG query
2025-06-19 16:46:17,543 | __main__ | INFO | run_pipeline.py:437 | ❓ Question: What are modular chemical plants?
2025-06-19 16:46:17,543 | __main__ | INFO | run_pipeline.py:438 | 🤖 Model ID: Qwen/Qwen2.5-1.5B-Instruct
2025-06-19 16:46:17,543 | __main__ | INFO | run_pipeline.py:439 | 📊 Top K: 5
2025-06-19 16:46:17,543 | __main__ | INFO | run_pipeline.py:442 | 🔄 Using RAG system for query processing
2025-06-19 16:46:18,095 | chromadb.config | DEBUG | config.py:359 | Starting component System
2025-06-19 16:46:18,095 | chromadb.config | DEBUG | config.py:359 | Starting component Posthog
2025-06-19 16:46:18,128 | pynucleus.rag.vector_store | INFO | vector_store.py:593 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-19 16:46:18,244 | pynucleus.rag.vector_store | INFO | vector_store.py:598 | ChromaDB collection contains 3602 documents
2025-06-19 16:46:18,244 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:36 | Vector store (chroma) initialized successfully
2025-06-19 16:46:18,244 | __main__ | INFO | run_pipeline.py:449 | 🔄 Processing question...
2025-06-19 16:46:18,338 | chromadb.utils.embedding_functions.onnx_mini_lm_l6_v2 | DEBUG | onnx_mini_lm_l6_v2.py:227 | WARNING: No ONNX providers provided, defaulting to available providers: ['CoreMLExecutionProvider', 'AzureExecutionProvider', 'CPUExecutionProvider']
2025-06-19 16:46:18,672 | pynucleus.rag.vector_store | ERROR | vector_store.py:680 | ChromaDB search failed: 'NoneType' object has no attribute 'get'
2025-06-19 16:46:18,673 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:104 | RAG query processed: What are modular chemical plants?...
2025-06-19 16:46:21,716 | pynucleus.llm.llm_runner | INFO | llm_runner.py:27 | Loading model: Qwen/Qwen2.5-1.5B-Instruct
2025-06-19 16:46:21,717 | urllib3.connectionpool | DEBUG | connectionpool.py:1049 | Starting new HTTPS connection (1): huggingface.co:443
2025-06-19 16:46:21,843 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /Qwen/Qwen2.5-1.5B-Instruct/resolve/main/tokenizer_config.json HTTP/1.1" 200 0
2025-06-19 16:46:21,900 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "GET /api/models/Qwen/Qwen2.5-1.5B-Instruct/tree/main/additional_chat_templates?recursive=False&expand=False HTTP/1.1" 404 64
2025-06-19 16:46:22,165 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /Qwen/Qwen2.5-1.5B-Instruct/resolve/main/config.json HTTP/1.1" 200 0
2025-06-19 16:46:33,955 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /Qwen/Qwen2.5-1.5B-Instruct/resolve/main/generation_config.json HTTP/1.1" 200 0
2025-06-19 16:46:34,059 | urllib3.connectionpool | DEBUG | connectionpool.py:544 | https://huggingface.co:443 "HEAD /Qwen/Qwen2.5-1.5B-Instruct/resolve/main/custom_generate/generate.py HTTP/1.1" 404 0
2025-06-19 16:46:34,059 | pynucleus.llm.llm_runner | INFO | llm_runner.py:47 | Model loaded successfully on device: cpu
2025-06-19 16:46:34,060 | __main__ | INFO | run_pipeline.py:471 | 🤖 Generating enhanced response with Qwen/Qwen2.5-1.5B-Instruct
2025-06-19 16:47:23,492 | pynucleus.llm.llm_runner | INFO | llm_runner.py:172 | Generated response in 49.41s
2025-06-19 16:47:23,494 | __main__ | INFO | run_pipeline.py:493 | ✅ Question processed successfully
