2025-06-30 16:08:15,501 | __main__ | INFO | run_pipeline.py:519 | 🚀 Starting interactive chat session
2025-06-30 16:08:15,501 | __main__ | INFO | run_pipeline.py:520 | 🤖 Model ID: Qwen/Qwen2.5-1.5B-Instruct
2025-06-30 16:08:15,501 | __main__ | INFO | run_pipeline.py:521 | 📊 Top K: 5
2025-06-30 16:08:15,501 | __main__ | INFO | run_pipeline.py:534 | 🔧 Initializing RAG pipeline and LLM runner
2025-06-30 16:08:15,502 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-30 16:08:15,502 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-30 16:08:15,502 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-30 16:08:15,502 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:41 | Vector store (chroma) initialized successfully
2025-06-30 16:08:15,502 | pynucleus | INFO | engine.py:78 | ChromaDB collection initialized successfully
2025-06-30 16:08:15,503 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:77 | ChromaDB collection contains 3772 documents
2025-06-30 16:08:15,503 | pynucleus.llm.llm_runner | INFO | llm_runner.py:27 | Loading model: Qwen/Qwen2.5-1.5B-Instruct
2025-06-30 16:08:24,734 | pynucleus.llm.llm_runner | INFO | llm_runner.py:47 | Model loaded successfully on device: cpu
2025-06-30 16:08:37,078 | pynucleus | INFO | engine.py:149 | Enhanced retrieval: 3 documents (filtered from 3) for query
2025-06-30 16:08:37,078 | pynucleus | INFO | engine.py:223 | Built enhanced context: 3 chunks, 2195 characters
2025-06-30 16:08:37,078 | pynucleus | INFO | engine.py:464 | Question complexity: Simple, Token limit: 250, Context length: 2195
2025-06-30 16:08:37,078 | pynucleus | INFO | model_loader.py:262 | Generating with HuggingFace model (max_tokens=250, stream=False)
2025-06-30 16:09:31,261 | pynucleus | INFO | answer_processing.py:72 | Deduplication: 7 -> 7 sentences
2025-06-30 16:09:31,262 | pynucleus.rag.answer_processing | INFO | answer_processing.py:219 | Deduplication: 7 -> 7 sentences
2025-06-30 16:09:31,268 | pynucleus.rag.answer_processing | INFO | answer_processing.py:238 | Added citation to answer lacking proper citations
2025-06-30 16:09:31,741 | pynucleus.eval | WARNING | __init__.py:42 | No calibration model found at data/calibration/models/calibration_isotonic.pkl
2025-06-30 16:09:31,741 | pynucleus | INFO | engine.py:28 | No trained confidence calibration model found, using identity function
2025-06-30 16:10:09,580 | pynucleus.llm.llm_runner | INFO | llm_runner.py:201 | Generated response in 37.81s
2025-06-30 16:11:59,843 | pynucleus.eval.confidence_calibration | INFO | confidence_calibration.py:107 | Initialized ConfidenceCalibrator with method=both
2025-06-30 16:11:59,845 | pynucleus.eval.confidence_calibration | INFO | confidence_calibration.py:473 | No saved calibration models found
