2025-06-29 14:10:47,479 | __main__ | INFO | run_pipeline.py:517 | 🚀 Starting interactive chat session
2025-06-29 14:10:47,479 | __main__ | INFO | run_pipeline.py:518 | 🤖 Model ID: Qwen/Qwen2.5-1.5B-Instruct
2025-06-29 14:10:47,479 | __main__ | INFO | run_pipeline.py:519 | 📊 Top K: 5
2025-06-29 14:10:47,479 | __main__ | INFO | run_pipeline.py:532 | 🔧 Initializing RAG pipeline and LLM runner
2025-06-29 14:10:47,480 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-29 14:10:47,480 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-29 14:10:47,481 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-29 14:10:47,481 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:41 | Vector store (chroma) initialized successfully
2025-06-29 14:10:47,482 | pynucleus | INFO | engine.py:58 | ChromaDB collection initialized successfully
2025-06-29 14:10:47,482 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:77 | ChromaDB collection contains 3772 documents
2025-06-29 14:10:47,482 | pynucleus.llm.llm_runner | INFO | llm_runner.py:27 | Loading model: Qwen/Qwen2.5-1.5B-Instruct
2025-06-29 14:11:03,004 | pynucleus.llm.llm_runner | INFO | llm_runner.py:47 | Model loaded successfully on device: cpu
2025-06-29 14:11:20,329 | pynucleus | INFO | engine.py:129 | Enhanced retrieval: 3 documents (filtered from 3) for query
2025-06-29 14:11:20,330 | pynucleus | INFO | engine.py:203 | Built enhanced context: 3 chunks, 2292 characters
2025-06-29 14:11:20,330 | pynucleus | INFO | engine.py:416 | Question complexity: Simple, Token limit: 250, Context length: 2292
2025-06-29 14:11:20,330 | pynucleus | INFO | model_loader.py:262 | Generating with HuggingFace model (max_tokens=250, stream=False)
2025-06-29 14:11:40,571 | pynucleus | INFO | answer_processing.py:72 | Deduplication: 10 -> 10 sentences
2025-06-29 14:11:40,571 | pynucleus.rag.answer_processing | INFO | answer_processing.py:219 | Deduplication: 10 -> 10 sentences
2025-06-29 14:11:40,572 | pynucleus | INFO | answer_processing.py:182 | Added citation to answer lacking proper citations
