2025-06-24 20:30:44,561 | __main__ | INFO | run_pipeline.py:517 | 🚀 Starting interactive chat session
2025-06-24 20:30:44,561 | __main__ | INFO | run_pipeline.py:518 | 🤖 Model ID: Qwen/Qwen2.5-1.5B-Instruct
2025-06-24 20:30:44,561 | __main__ | INFO | run_pipeline.py:519 | 📊 Top K: 5
2025-06-24 20:30:44,561 | __main__ | INFO | run_pipeline.py:532 | 🔧 Initializing RAG pipeline and LLM runner
2025-06-24 20:30:44,562 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-24 20:30:44,562 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-24 20:30:44,563 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-24 20:30:44,563 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:37 | Vector store (chroma) initialized successfully
2025-06-24 20:30:44,563 | pynucleus | INFO | engine.py:58 | ChromaDB collection initialized successfully
2025-06-24 20:30:44,563 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:73 | ChromaDB collection contains 3772 documents
2025-06-24 20:30:44,563 | pynucleus.llm.llm_runner | INFO | llm_runner.py:27 | Loading model: Qwen/Qwen2.5-1.5B-Instruct
2025-06-24 20:30:53,763 | pynucleus.llm.llm_runner | INFO | llm_runner.py:47 | Model loaded successfully on device: cpu
2025-06-24 20:31:26,783 | pynucleus | INFO | engine.py:129 | Enhanced retrieval: 3 documents (filtered from 3) for query
2025-06-24 20:31:26,784 | pynucleus | INFO | engine.py:203 | Built enhanced context: 3 chunks, 1585 characters
2025-06-24 20:31:26,784 | pynucleus | INFO | model_loader.py:262 | Generating with HuggingFace model (max_tokens=200, stream=False)
2025-06-24 20:31:42,090 | pynucleus | INFO | answer_processing.py:70 | Deduplication: 6 -> 6 sentences
2025-06-24 20:31:42,091 | pynucleus | INFO | answer_processing.py:180 | Added citation to answer lacking proper citations
2025-06-24 20:32:09,635 | pynucleus.llm.llm_runner | INFO | llm_runner.py:201 | Generated response in 27.51s
2025-06-24 20:33:11,277 | pynucleus | INFO | engine.py:129 | Enhanced retrieval: 3 documents (filtered from 3) for query
2025-06-24 20:33:11,278 | pynucleus | INFO | engine.py:203 | Built enhanced context: 3 chunks, 2408 characters
2025-06-24 20:33:11,278 | pynucleus | INFO | model_loader.py:262 | Generating with HuggingFace model (max_tokens=200, stream=False)
2025-06-24 20:33:23,616 | pynucleus | INFO | answer_processing.py:70 | Deduplication: 10 -> 10 sentences
2025-06-24 20:33:50,000 | pynucleus.llm.llm_runner | INFO | llm_runner.py:201 | Generated response in 26.37s
2025-06-24 20:34:14,008 | pynucleus | INFO | engine.py:129 | Enhanced retrieval: 3 documents (filtered from 3) for query
2025-06-24 20:34:14,009 | pynucleus | INFO | engine.py:203 | Built enhanced context: 3 chunks, 1862 characters
2025-06-24 20:34:14,009 | pynucleus | INFO | model_loader.py:262 | Generating with HuggingFace model (max_tokens=200, stream=False)
2025-06-24 20:34:26,443 | pynucleus | INFO | answer_processing.py:70 | Deduplication: 8 -> 8 sentences
2025-06-24 20:34:26,444 | pynucleus | INFO | answer_processing.py:180 | Added citation to answer lacking proper citations
2025-06-24 20:34:49,104 | pynucleus.llm.llm_runner | INFO | llm_runner.py:201 | Generated response in 22.65s
