2025-06-21 17:45:56,656 | __main__ | INFO | run_web_app.py:134 | PyNucleus web application starting
2025-06-21 17:45:56,686 | werkzeug | INFO | _internal.py:97 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5001
 * Running on http://192.168.1.43:5001
2025-06-21 17:45:56,686 | werkzeug | INFO | _internal.py:97 | [33mPress CTRL+C to quit[0m
2025-06-21 17:46:07,965 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 17:46:07] "GET / HTTP/1.1" 200 -
2025-06-21 17:46:14,778 | pynucleus.api.app | INFO | app.py:292 | Processing question: what is modular plants? ... (stream: False)
2025-06-21 17:46:14,877 | pynucleus | INFO | engine.py:25 | ChromaDB client initialized successfully
2025-06-21 17:46:15,172 | pynucleus | INFO | engine.py:61 | Retrieved 3 documents for query
2025-06-21 17:46:15,173 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=300, stream=False)
2025-06-21 17:46:33,741 | pynucleus.api.app | INFO | app.py:358 | Question processed successfully in 18.96s
2025-06-21 17:46:33,742 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 17:46:33] "POST /ask HTTP/1.1" 200 -
2025-06-21 17:58:42,445 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 17:58:42] "GET / HTTP/1.1" 200 -
2025-06-21 17:58:51,904 | pynucleus.api.app | INFO | app.py:292 | Processing question: what is modular plant? ... (stream: False)
2025-06-21 17:58:52,127 | pynucleus | INFO | engine.py:61 | Retrieved 3 documents for query
2025-06-21 17:58:52,128 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=300, stream=False)
2025-06-21 17:59:14,945 | pynucleus.api.app | INFO | app.py:358 | Question processed successfully in 23.04s
2025-06-21 17:59:14,946 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 17:59:14] "POST /ask HTTP/1.1" 200 -
2025-06-21 17:59:41,404 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 17:59:41] "GET / HTTP/1.1" 200 -
2025-06-21 17:59:50,017 | pynucleus | INFO | engine.py:61 | Retrieved 1 documents for query
2025-06-21 17:59:50,193 | pynucleus | INFO | engine.py:61 | Retrieved 1000 documents for query
2025-06-21 17:59:50,196 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 17:59:50] "GET /status HTTP/1.1" 200 -
2025-06-21 18:00:09,796 | pynucleus.api.app | INFO | app.py:491 | Searching documents for: distillation...
2025-06-21 18:00:09,893 | pynucleus | INFO | engine.py:61 | Retrieved 3 documents for query
2025-06-21 18:00:09,893 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:00:09] "POST /search HTTP/1.1" 200 -
2025-06-21 18:00:27,696 | pynucleus.api.app | INFO | app.py:292 | Processing question: What is distillation?... (stream: False)
2025-06-21 18:00:27,797 | pynucleus | INFO | engine.py:61 | Retrieved 3 documents for query
2025-06-21 18:00:27,798 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=300, stream=False)
2025-06-21 18:00:46,765 | pynucleus.api.app | INFO | app.py:358 | Question processed successfully in 19.07s
2025-06-21 18:00:46,765 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:00:46] "POST /ask HTTP/1.1" 200 -
2025-06-21 18:01:28,944 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:01:28] "GET / HTTP/1.1" 200 -
2025-06-21 18:01:36,042 | pynucleus.api.app | INFO | app.py:292 | Processing question: what is modular plants?... (stream: False)
2025-06-21 18:01:36,197 | pynucleus | INFO | engine.py:61 | Retrieved 3 documents for query
2025-06-21 18:01:36,197 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=300, stream=False)
2025-06-21 18:01:54,712 | pynucleus.api.app | INFO | app.py:358 | Question processed successfully in 18.67s
2025-06-21 18:01:54,712 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:01:54] "POST /ask HTTP/1.1" 200 -
2025-06-21 18:04:52,928 | pynucleus.api.app | INFO | app.py:292 | Processing question: what is modular plants?... (stream: False)
2025-06-21 18:04:53,098 | pynucleus | INFO | engine.py:61 | Retrieved 3 documents for query
2025-06-21 18:04:53,098 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=300, stream=False)
2025-06-21 18:05:11,873 | pynucleus.api.app | INFO | app.py:358 | Question processed successfully in 18.95s
2025-06-21 18:05:11,873 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:05:11] "POST /ask HTTP/1.1" 200 -
2025-06-21 18:05:49,929 | pynucleus.api.app | INFO | app.py:292 | Processing question: what is modular plants?... (stream: False)
2025-06-21 18:05:50,036 | pynucleus | INFO | engine.py:61 | Retrieved 3 documents for query
2025-06-21 18:05:50,036 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=300, stream=False)
2025-06-21 18:06:10,039 | pynucleus.api.app | INFO | app.py:358 | Question processed successfully in 20.11s
2025-06-21 18:06:10,039 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:06:10] "POST /ask HTTP/1.1" 200 -
2025-06-21 18:07:57,601 | pynucleus.api.app | INFO | app.py:292 | Processing question: what is modular plants?... (stream: False)
2025-06-21 18:07:57,713 | pynucleus | INFO | engine.py:61 | Retrieved 3 documents for query
2025-06-21 18:07:57,713 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=300, stream=False)
2025-06-21 18:08:16,844 | pynucleus.api.app | INFO | app.py:358 | Question processed successfully in 19.24s
2025-06-21 18:08:16,844 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:08:16] "POST /ask HTTP/1.1" 200 -
2025-06-21 18:09:21,107 | pynucleus.api.app | INFO | app.py:292 | Processing question: what is modular plants?... (stream: False)
2025-06-21 18:09:21,228 | pynucleus | INFO | engine.py:61 | Retrieved 3 documents for query
2025-06-21 18:09:21,229 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=300, stream=False)
2025-06-21 18:09:40,530 | pynucleus.api.app | INFO | app.py:358 | Question processed successfully in 19.42s
2025-06-21 18:09:40,530 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:09:40] "POST /ask HTTP/1.1" 200 -
2025-06-21 18:09:55,263 | pynucleus.api.app | INFO | app.py:292 | Processing question: what is distillation?... (stream: False)
2025-06-21 18:09:55,380 | pynucleus | INFO | engine.py:61 | Retrieved 3 documents for query
2025-06-21 18:09:55,380 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=300, stream=False)
2025-06-21 18:10:14,715 | pynucleus.api.app | INFO | app.py:358 | Question processed successfully in 19.45s
2025-06-21 18:10:14,715 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:10:14] "POST /ask HTTP/1.1" 200 -
2025-06-21 18:10:59,435 | pynucleus.api.app | INFO | app.py:292 | Processing question: what is modular plants?... (stream: False)
2025-06-21 18:10:59,541 | pynucleus | INFO | engine.py:61 | Retrieved 3 documents for query
2025-06-21 18:10:59,541 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=300, stream=False)
2025-06-21 18:11:18,732 | pynucleus.api.app | INFO | app.py:358 | Question processed successfully in 19.30s
2025-06-21 18:11:18,732 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:11:18] "POST /ask HTTP/1.1" 200 -
2025-06-21 18:11:32,142 | pynucleus.api.app | INFO | app.py:292 | Processing question: what is distillation?... (stream: False)
2025-06-21 18:11:32,274 | pynucleus | INFO | engine.py:61 | Retrieved 3 documents for query
2025-06-21 18:11:32,274 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=300, stream=False)
2025-06-21 18:11:51,900 | pynucleus.api.app | INFO | app.py:358 | Question processed successfully in 19.76s
2025-06-21 18:11:51,900 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:11:51] "POST /ask HTTP/1.1" 200 -
2025-06-21 18:13:11,115 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:13:11] "GET / HTTP/1.1" 200 -
2025-06-21 18:13:20,778 | pynucleus.api.app | INFO | app.py:292 | Processing question: what is modular plants?... (stream: False)
2025-06-21 18:13:20,912 | pynucleus | INFO | engine.py:61 | Retrieved 3 documents for query
2025-06-21 18:13:20,913 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=300, stream=False)
2025-06-21 18:13:39,833 | pynucleus.api.app | INFO | app.py:358 | Question processed successfully in 19.06s
2025-06-21 18:13:39,834 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:13:39] "POST /ask HTTP/1.1" 200 -
2025-06-21 18:14:50,216 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:14:50] "[36mGET / HTTP/1.1[0m" 304 -
2025-06-21 18:14:56,262 | pynucleus.api.app | INFO | app.py:292 | Processing question: what is modular plants? ... (stream: False)
2025-06-21 18:14:56,402 | pynucleus | INFO | engine.py:61 | Retrieved 3 documents for query
2025-06-21 18:14:56,402 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=300, stream=False)
2025-06-21 18:15:15,288 | pynucleus.api.app | INFO | app.py:358 | Question processed successfully in 19.03s
2025-06-21 18:15:15,288 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:15:15] "POST /ask HTTP/1.1" 200 -
2025-06-21 18:23:01,493 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:23:01] "GET / HTTP/1.1" 200 -
2025-06-21 18:23:08,239 | pynucleus.api.app | INFO | app.py:292 | Processing question: what is modular plants?... (stream: False)
2025-06-21 18:23:08,383 | pynucleus | INFO | engine.py:61 | Retrieved 3 documents for query
2025-06-21 18:23:08,383 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=300, stream=False)
2025-06-21 18:23:28,659 | pynucleus.api.app | INFO | app.py:358 | Question processed successfully in 20.42s
2025-06-21 18:23:28,659 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:23:28] "POST /ask HTTP/1.1" 200 -
2025-06-21 18:25:19,390 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:25:19] "[36mGET / HTTP/1.1[0m" 304 -
2025-06-21 18:25:25,690 | pynucleus.api.app | INFO | app.py:292 | Processing question: what is modular plants? ... (stream: False)
2025-06-21 18:25:25,830 | pynucleus | INFO | engine.py:61 | Retrieved 3 documents for query
2025-06-21 18:25:25,830 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=300, stream=False)
2025-06-21 18:25:45,085 | pynucleus.api.app | INFO | app.py:358 | Question processed successfully in 19.39s
2025-06-21 18:25:45,086 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:25:45] "POST /ask HTTP/1.1" 200 -
2025-06-21 18:27:28,815 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:27:28] "[36mGET / HTTP/1.1[0m" 304 -
2025-06-21 18:27:34,407 | pynucleus.api.app | INFO | app.py:292 | Processing question: what is modular plants? ... (stream: False)
2025-06-21 18:27:34,552 | pynucleus | INFO | engine.py:61 | Retrieved 3 documents for query
2025-06-21 18:27:34,552 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=300, stream=False)
2025-06-21 18:27:54,048 | pynucleus.api.app | INFO | app.py:358 | Question processed successfully in 19.64s
2025-06-21 18:27:54,049 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:27:54] "POST /ask HTTP/1.1" 200 -
2025-06-21 18:29:07,795 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:29:07] "[36mGET / HTTP/1.1[0m" 304 -
2025-06-21 18:29:19,273 | pynucleus.api.app | INFO | app.py:292 | Processing question: what is mass balance?... (stream: False)
2025-06-21 18:29:19,413 | pynucleus | INFO | engine.py:61 | Retrieved 3 documents for query
2025-06-21 18:29:19,413 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=300, stream=False)
2025-06-21 18:29:39,663 | pynucleus.api.app | INFO | app.py:358 | Question processed successfully in 20.39s
2025-06-21 18:29:39,664 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 18:29:39] "POST /ask HTTP/1.1" 200 -
