2025-06-30 15:19:17,840 | __main__ | INFO | run_pipeline.py:519 | 🚀 Starting interactive chat session
2025-06-30 15:19:17,840 | __main__ | INFO | run_pipeline.py:520 | 🤖 Model ID: Qwen/Qwen2.5-1.5B-Instruct
2025-06-30 15:19:17,840 | __main__ | INFO | run_pipeline.py:521 | 📊 Top K: 5
2025-06-30 15:19:17,840 | __main__ | INFO | run_pipeline.py:534 | 🔧 Initializing RAG pipeline and LLM runner
2025-06-30 15:19:17,841 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-30 15:19:17,841 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-30 15:19:17,841 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-30 15:19:17,841 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:41 | Vector store (chroma) initialized successfully
2025-06-30 15:19:17,842 | pynucleus | INFO | engine.py:58 | ChromaDB collection initialized successfully
2025-06-30 15:19:17,842 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:77 | ChromaDB collection contains 3772 documents
2025-06-30 15:19:17,842 | pynucleus.llm.llm_runner | INFO | llm_runner.py:27 | Loading model: Qwen/Qwen2.5-1.5B-Instruct
2025-06-30 15:19:35,778 | pynucleus.llm.llm_runner | INFO | llm_runner.py:47 | Model loaded successfully on device: cpu
2025-06-30 15:21:59,814 | pynucleus | INFO | engine.py:129 | Enhanced retrieval: 3 documents (filtered from 3) for query
2025-06-30 15:21:59,815 | pynucleus | INFO | engine.py:203 | Built enhanced context: 3 chunks, 2418 characters
2025-06-30 15:21:59,815 | pynucleus | INFO | engine.py:416 | Question complexity: Simple, Token limit: 250, Context length: 2418
2025-06-30 15:21:59,815 | pynucleus | INFO | model_loader.py:262 | Generating with HuggingFace model (max_tokens=250, stream=False)
