2025-07-01 03:43:29,972 | __main__ | INFO | run_pipeline.py:519 | 🚀 Starting interactive chat session
2025-07-01 03:43:29,972 | __main__ | INFO | run_pipeline.py:520 | 🤖 Model ID: Qwen/Qwen2.5-1.5B-Instruct
2025-07-01 03:43:29,972 | __main__ | INFO | run_pipeline.py:521 | 📊 Top K: 5
2025-07-01 03:43:29,972 | __main__ | INFO | run_pipeline.py:534 | 🔧 Initializing RAG pipeline and LLM runner
2025-07-01 03:43:29,973 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-07-01 03:43:29,973 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-07-01 03:43:29,974 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-07-01 03:43:29,974 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:41 | Vector store (chroma) initialized successfully
2025-07-01 03:43:29,974 | pynucleus | INFO | engine.py:78 | ChromaDB collection initialized successfully
2025-07-01 03:43:29,974 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:77 | ChromaDB collection contains 3772 documents
2025-07-01 03:43:29,974 | pynucleus.llm.llm_runner | INFO | llm_runner.py:27 | Loading model: Qwen/Qwen2.5-1.5B-Instruct
2025-07-01 03:43:37,322 | pynucleus.llm.llm_runner | INFO | llm_runner.py:47 | Model loaded successfully on device: cpu
2025-07-01 03:44:10,380 | pynucleus | INFO | engine.py:137 | Enhanced retrieval: 3 documents (filtered from 3) for query
2025-07-01 03:44:10,380 | pynucleus | INFO | engine.py:211 | Built enhanced context: 3 chunks, 2291 characters
2025-07-01 03:44:10,380 | pynucleus | INFO | engine.py:452 | Question complexity: Complex, Token limit: 600, Context length: 2291
2025-07-01 03:44:10,380 | pynucleus | INFO | model_loader.py:262 | Generating with HuggingFace model (max_tokens=600, stream=False)
2025-07-01 03:46:00,180 | pynucleus | INFO | answer_processing.py:72 | Deduplication: 19 -> 19 sentences
2025-07-01 03:46:00,180 | pynucleus.rag.answer_processing | INFO | answer_processing.py:219 | Deduplication: 19 -> 19 sentences
2025-07-01 03:46:00,186 | pynucleus | INFO | answer_processing.py:182 | Added citation to answer lacking proper citations
2025-07-01 03:46:00,187 | pynucleus.rag.answer_processing | INFO | answer_processing.py:238 | Added citation to answer lacking proper citations
2025-07-01 03:46:00,976 | pynucleus.eval | WARNING | __init__.py:42 | No calibration model found at data/calibration/models/calibration_isotonic.pkl
2025-07-01 03:46:00,976 | pynucleus | INFO | engine.py:28 | No trained confidence calibration model found, using identity function
2025-07-01 03:46:36,706 | pynucleus.llm.llm_runner | INFO | llm_runner.py:201 | Generated response in 35.68s
