2025-06-21 23:36:05,007 | __main__ | INFO | run_web_app.py:134 | PyNucleus web application starting
2025-06-21 23:36:05,031 | werkzeug | INFO | _internal.py:97 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5001
 * Running on http://192.168.1.43:5001
2025-06-21 23:36:05,031 | werkzeug | INFO | _internal.py:97 | [33mPress CTRL+C to quit[0m
2025-06-21 23:36:10,225 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 23:36:10] "GET / HTTP/1.1" 200 -
2025-06-21 23:36:26,259 | pynucleus.api.app | INFO | app.py:340 | Processing question: what is modular plants?... (stream: False)
2025-06-21 23:36:26,359 | pynucleus | INFO | engine.py:36 | ChromaDB client initialized successfully
2025-06-21 23:36:26,631 | pynucleus | INFO | engine.py:72 | Retrieved 2 documents for query
2025-06-21 23:36:26,632 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=50, stream=False)
2025-06-21 23:36:30,236 | pynucleus.api.app | INFO | app.py:440 | Question processed successfully in 3.98s
2025-06-21 23:36:30,236 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 23:36:30] "POST /ask HTTP/1.1" 200 -
2025-06-21 23:36:55,231 | pynucleus.api.app | INFO | app.py:148 | Health check requested
2025-06-21 23:36:55,352 | pynucleus | INFO | engine.py:72 | Retrieved 2 documents for query
2025-06-21 23:36:55,352 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=50, stream=False)
2025-06-21 23:36:58,378 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-21 23:36:58,378 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-21 23:36:58,393 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3763 documents
2025-06-21 23:36:58,394 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 23:36:58] "GET /health HTTP/1.1" 200 -
2025-06-21 23:37:14,793 | pynucleus.api.app | INFO | app.py:612 | Uploading file: test_upload_fix.txt -> 20250621_233714_822f5092_test_upload_fix.txt
2025-06-21 23:37:14,793 | pynucleus.api.app | INFO | app.py:634 | Ingesting file into vector database: 20250621_233714_822f5092_test_upload_fix.txt
2025-06-21 23:37:14,795 | pynucleus | INFO | collector.py:64 | ChromaDB client initialized successfully in collector
2025-06-21 23:37:14,796 | pynucleus | INFO | collector.py:64 | ChromaDB client initialized successfully in collector
2025-06-21 23:37:14,956 | pynucleus | INFO | collector.py:135 | File 20250621_233714_822f5092_test_upload_fix.txt has no meaningful chunks or failed processing, needs reprocessing
2025-06-21 23:37:14,980 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:211 | Use pytorch device_name: mps
2025-06-21 23:37:14,980 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:219 | Load pretrained SentenceTransformer: all-MiniLM-L6-v2
2025-06-21 23:37:16,453 | pynucleus | INFO | collector.py:167 | Processing new file: 20250621_233714_822f5092_test_upload_fix.txt
2025-06-21 23:37:16,454 | pynucleus.rag.document_processor | INFO | document_processor.py:131 | Saved cleaned text to: data/02_processed/cleaned_txt/20250621_233714_822f5092_test_upload_fix.txt
2025-06-21 23:37:16,731 | pynucleus | INFO | collector.py:232 | Successfully processed 20250621_233714_822f5092_test_upload_fix.txt: 2 chunks added
2025-06-21 23:37:16,842 | pynucleus | INFO | engine.py:72 | Retrieved 1 documents for query
2025-06-21 23:37:16,843 | pynucleus.api.app | INFO | app.py:673 | File successfully ingested and retrievable: 20250621_233714_822f5092_test_upload_fix.txt
2025-06-21 23:37:16,843 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 23:37:16] "POST /upload HTTP/1.1" 200 -
2025-06-21 23:38:05,392 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 23:38:05] "GET / HTTP/1.1" 200 -
2025-06-21 23:40:02,070 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 23:40:02] "GET / HTTP/1.1" 200 -
2025-06-21 23:43:24,088 | pynucleus.api.app | INFO | app.py:148 | Health check requested
2025-06-21 23:43:24,216 | pynucleus | INFO | engine.py:72 | Retrieved 2 documents for query
2025-06-21 23:43:24,216 | pynucleus | INFO | model_loader.py:195 | Generating with HuggingFace model (max_tokens=50, stream=False)
2025-06-21 23:43:25,580 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 23:43:25] "GET / HTTP/1.1" 200 -
2025-06-21 23:43:27,953 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-21 23:43:27,953 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-21 23:43:27,966 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3765 documents
2025-06-21 23:43:27,966 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 23:43:27] "GET /health HTTP/1.1" 200 -
2025-06-21 23:43:31,474 | pynucleus.api.app | INFO | app.py:612 | Uploading file: 1-s2.0-S0925527302003742-main.pdf -> 20250621_234331_b8284890_1-s2.0-S0925527302003742-main.pdf
2025-06-21 23:43:31,475 | pynucleus.api.app | INFO | app.py:634 | Ingesting file into vector database: 20250621_234331_b8284890_1-s2.0-S0925527302003742-main.pdf
2025-06-21 23:43:31,694 | pynucleus.rag.document_processor | INFO | document_processor.py:185 | Extracted 48614 characters from PDF: 20250621_234331_b8284890_1-s2.0-S0925527302003742-main.pdf
2025-06-21 23:43:32,747 | camelot | INFO | lattice.py:407 | Processing page-1
2025-06-21 23:43:32,751 | pynucleus.rag.document_processor | ERROR | document_processor.py:565 | Failed to extract tables from source_documents/20250621_234331_b8284890_1-s2.0-S0925527302003742-main.pdf: Ghostscript is not installed. You can install it using the instructions here: https://camelot-py.readthedocs.io/en/master/user/install-deps.html
2025-06-21 23:43:32,754 | pynucleus.rag.document_processor | INFO | document_processor.py:131 | Saved cleaned text to: data/02_processed/cleaned_txt/20250621_234331_b8284890_1-s2.0-S0925527302003742-main.txt
2025-06-21 23:43:32,885 | pynucleus | INFO | engine.py:72 | Retrieved 1 documents for query
2025-06-21 23:43:32,885 | pynucleus.api.app | INFO | app.py:673 | File successfully ingested and retrievable: 20250621_234331_b8284890_1-s2.0-S0925527302003742-main.pdf
2025-06-21 23:43:32,886 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 23:43:32] "POST /upload HTTP/1.1" 200 -
2025-06-21 23:48:24,992 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 23:48:24] "GET / HTTP/1.1" 200 -
2025-06-21 23:48:40,473 | pynucleus.api.app | INFO | app.py:612 | Uploading file: me_2022022315562348.pdf -> 20250621_234840_a2e44ae8_me_2022022315562348.pdf
2025-06-21 23:48:40,474 | pynucleus.api.app | INFO | app.py:634 | Ingesting file into vector database: 20250621_234840_a2e44ae8_me_2022022315562348.pdf
2025-06-21 23:48:40,541 | pynucleus.rag.document_processor | INFO | document_processor.py:185 | Extracted 46234 characters from PDF: 20250621_234840_a2e44ae8_me_2022022315562348.pdf
2025-06-21 23:48:41,666 | camelot | INFO | lattice.py:407 | Processing page-1
2025-06-21 23:48:41,667 | pynucleus.rag.document_processor | ERROR | document_processor.py:565 | Failed to extract tables from source_documents/20250621_234840_a2e44ae8_me_2022022315562348.pdf: Ghostscript is not installed. You can install it using the instructions here: https://camelot-py.readthedocs.io/en/master/user/install-deps.html
