2025-07-01 03:02:39,944 | __main__ | INFO | run_pipeline.py:519 | 🚀 Starting interactive chat session
2025-07-01 03:02:39,944 | __main__ | INFO | run_pipeline.py:520 | 🤖 Model ID: Qwen/Qwen2.5-1.5B-Instruct
2025-07-01 03:02:39,944 | __main__ | INFO | run_pipeline.py:521 | 📊 Top K: 5
2025-07-01 03:02:39,944 | __main__ | INFO | run_pipeline.py:534 | 🔧 Initializing RAG pipeline and LLM runner
2025-07-01 03:02:39,944 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-07-01 03:02:39,945 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-07-01 03:02:39,945 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-07-01 03:02:39,945 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:41 | Vector store (chroma) initialized successfully
2025-07-01 03:02:39,945 | pynucleus | INFO | engine.py:78 | ChromaDB collection initialized successfully
2025-07-01 03:02:39,946 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:77 | ChromaDB collection contains 3772 documents
2025-07-01 03:02:39,946 | pynucleus.llm.llm_runner | INFO | llm_runner.py:27 | Loading model: Qwen/Qwen2.5-1.5B-Instruct
2025-07-01 03:02:46,079 | pynucleus.llm.llm_runner | INFO | llm_runner.py:47 | Model loaded successfully on device: cpu
2025-07-01 03:03:29,251 | pynucleus | INFO | engine.py:149 | Enhanced retrieval: 3 documents (filtered from 3) for query
2025-07-01 03:03:29,251 | pynucleus | INFO | engine.py:223 | Built enhanced context: 3 chunks, 1928 characters
2025-07-01 03:03:29,251 | pynucleus | INFO | engine.py:464 | Question complexity: Simple, Token limit: 250, Context length: 1928
2025-07-01 03:03:29,252 | pynucleus | INFO | model_loader.py:262 | Generating with HuggingFace model (max_tokens=250, stream=False)
2025-07-01 03:04:22,350 | pynucleus | INFO | answer_processing.py:72 | Deduplication: 7 -> 7 sentences
2025-07-01 03:04:22,351 | pynucleus.rag.answer_processing | INFO | answer_processing.py:219 | Deduplication: 7 -> 7 sentences
2025-07-01 03:04:22,353 | pynucleus | INFO | answer_processing.py:182 | Added citation to answer lacking proper citations
2025-07-01 03:04:22,353 | pynucleus.rag.answer_processing | INFO | answer_processing.py:238 | Added citation to answer lacking proper citations
2025-07-01 03:04:22,662 | pynucleus.eval | WARNING | __init__.py:42 | No calibration model found at data/calibration/models/calibration_isotonic.pkl
2025-07-01 03:04:22,662 | pynucleus | INFO | engine.py:28 | No trained confidence calibration model found, using identity function
2025-07-01 03:05:19,830 | pynucleus.llm.llm_runner | INFO | llm_runner.py:201 | Generated response in 57.15s
2025-07-01 03:05:33,160 | pynucleus.eval.confidence_calibration | INFO | confidence_calibration.py:107 | Initialized ConfidenceCalibrator with method=both
2025-07-01 03:05:33,161 | pynucleus.eval.confidence_calibration | INFO | confidence_calibration.py:473 | No saved calibration models found
