2025-06-21 15:39:08,017 | __main__ | INFO | run_web_app.py:134 | PyNucleus web application starting
2025-06-21 15:39:08,054 | werkzeug | INFO | _internal.py:97 | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5001
 * Running on http://192.168.1.43:5001
2025-06-21 15:39:08,054 | werkzeug | INFO | _internal.py:97 | [33mPress CTRL+C to quit[0m
2025-06-21 15:39:24,845 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 15:39:24] "GET / HTTP/1.1" 200 -
2025-06-21 15:39:31,348 | pynucleus.api.app | INFO | app.py:289 | Processing question: what is modular plants? ...
2025-06-21 15:39:31,439 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-21 15:39:31,439 | pynucleus.rag.vector_store | INFO | vector_store.py:630 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-21 15:39:31,535 | pynucleus.rag.vector_store | INFO | vector_store.py:635 | ChromaDB collection contains 3763 documents
2025-06-21 15:39:31,694 | pynucleus.rag.vector_store | INFO | vector_store.py:712 | ChromaDB search for 'what is modular plants? ...' returned 5 results
2025-06-21 15:39:31,694 | pynucleus | INFO | engine.py:202 | Retrieved 5 documents for question: 'what is modular plants? ...'
2025-06-21 15:39:31,694 | pynucleus | INFO | model_loader.py:56 | Generate called with prompt length: 2432, max_tokens: 400
2025-06-21 15:39:37,993 | pynucleus | WARNING | model_loader.py:150 | HF model generation failed: probability tensor contains either `inf`, `nan` or element < 0. Using fallback.
2025-06-21 15:39:38,098 | pynucleus.api.app | INFO | app.py:336 | Question processed successfully in 6.75s
2025-06-21 15:39:38,098 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 15:39:38] "POST /ask HTTP/1.1" 200 -
2025-06-21 15:39:42,407 | pynucleus.api.app | INFO | app.py:113 | Health check requested
2025-06-21 15:39:42,499 | pynucleus.rag.vector_store | INFO | vector_store.py:712 | ChromaDB search for 'test...' returned 5 results
2025-06-21 15:39:42,499 | pynucleus | INFO | engine.py:202 | Retrieved 5 documents for question: 'test...'
2025-06-21 15:39:42,499 | pynucleus | INFO | model_loader.py:56 | Generate called with prompt length: 2327, max_tokens: 400
2025-06-21 15:39:53,664 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 15:39:53] "GET / HTTP/1.1" 200 -
2025-06-21 15:40:00,303 | pynucleus.api.app | INFO | app.py:289 | Processing question: what is modular plants? ...
2025-06-21 15:40:00,417 | pynucleus | WARNING | model_loader.py:150 | HF model generation failed: probability tensor contains either `inf`, `nan` or element < 0. Using fallback.
2025-06-21 15:40:00,530 | pynucleus.rag.vector_store | INFO | vector_store.py:712 | ChromaDB search for 'what is modular plants? ...' returned 5 results
2025-06-21 15:40:00,530 | pynucleus | INFO | engine.py:202 | Retrieved 5 documents for question: 'what is modular plants? ...'
2025-06-21 15:40:00,530 | pynucleus | INFO | model_loader.py:56 | Generate called with prompt length: 2432, max_tokens: 400
2025-06-21 15:40:00,531 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-21 15:40:00,531 | pynucleus.rag.vector_store | INFO | vector_store.py:630 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-21 15:40:00,531 | pynucleus.rag.vector_store | INFO | vector_store.py:635 | ChromaDB collection contains 3763 documents
2025-06-21 15:40:00,543 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 15:40:00] "GET /health HTTP/1.1" 200 -
2025-06-21 15:40:07,531 | pynucleus | WARNING | model_loader.py:150 | HF model generation failed: probability tensor contains either `inf`, `nan` or element < 0. Using fallback.
2025-06-21 15:40:07,630 | pynucleus.api.app | INFO | app.py:336 | Question processed successfully in 7.33s
2025-06-21 15:40:07,630 | werkzeug | INFO | _internal.py:97 | 127.0.0.1 - - [21/Jun/2025 15:40:07] "POST /ask HTTP/1.1" 200 -
2025-06-21 15:48:01,942 | pynucleus.api.app | INFO | app.py:64 | Received signal 15, shutting down gracefully...
2025-06-21 15:48:01,943 | pynucleus.api.app | INFO | app.py:51 | Cleaning up application resources...
2025-06-21 15:48:02,095 | pynucleus.api.app | INFO | app.py:55 | Resource cleanup completed
2025-06-21 15:48:02,142 | pynucleus.api.app | INFO | app.py:51 | Cleaning up application resources...
2025-06-21 15:48:02,277 | pynucleus.api.app | INFO | app.py:55 | Resource cleanup completed
