2025-06-19 16:59:48,672 | __main__ | INFO | run_pipeline.py:436 | 🚀 Starting RAG query
2025-06-19 16:59:48,672 | __main__ | INFO | run_pipeline.py:437 | ❓ Question: Your question here
2025-06-19 16:59:48,672 | __main__ | INFO | run_pipeline.py:438 | 🤖 Model ID: Qwen/Qwen2.5-1.5B-Instruct
2025-06-19 16:59:48,672 | __main__ | INFO | run_pipeline.py:439 | 📊 Top K: 5
2025-06-19 16:59:48,672 | __main__ | INFO | run_pipeline.py:442 | 🔄 Using RAG system for query processing
2025-06-19 16:59:49,075 | pynucleus.rag.vector_store | INFO | vector_store.py:593 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-19 16:59:49,145 | pynucleus.rag.vector_store | INFO | vector_store.py:598 | ChromaDB collection contains 3602 documents
2025-06-19 16:59:49,145 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:36 | Vector store (chroma) initialized successfully
2025-06-19 16:59:49,145 | __main__ | INFO | run_pipeline.py:449 | 🔄 Processing question...
2025-06-19 16:59:49,269 | pynucleus.rag.vector_store | ERROR | vector_store.py:680 | ChromaDB search failed: 'NoneType' object has no attribute 'get'
2025-06-19 16:59:49,269 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:104 | RAG query processed: Your question here...
2025-06-19 16:59:51,160 | pynucleus.llm.llm_runner | INFO | llm_runner.py:27 | Loading model: Qwen/Qwen2.5-1.5B-Instruct
2025-06-19 16:59:55,472 | pynucleus.llm.llm_runner | INFO | llm_runner.py:47 | Model loaded successfully on device: cpu
2025-06-19 16:59:55,472 | __main__ | INFO | run_pipeline.py:471 | 🤖 Generating enhanced response with Qwen/Qwen2.5-1.5B-Instruct
2025-06-19 17:00:47,022 | pynucleus.llm.llm_runner | INFO | llm_runner.py:172 | Generated response in 51.51s
2025-06-19 17:00:47,034 | __main__ | INFO | run_pipeline.py:493 | ✅ Question processed successfully
