2025-06-30 15:26:18,369 | __main__ | INFO | run_pipeline.py:519 | 🚀 Starting interactive chat session
2025-06-30 15:26:18,369 | __main__ | INFO | run_pipeline.py:520 | 🤖 Model ID: Qwen/Qwen2.5-1.5B-Instruct
2025-06-30 15:26:18,369 | __main__ | INFO | run_pipeline.py:521 | 📊 Top K: 5
2025-06-30 15:26:18,369 | __main__ | INFO | run_pipeline.py:534 | 🔧 Initializing RAG pipeline and LLM runner
2025-06-30 15:26:18,370 | pynucleus.rag.vector_store | INFO | vector_store.py:601 | ChromaDB client initialized successfully in vector store
2025-06-30 15:26:18,370 | pynucleus.rag.vector_store | INFO | vector_store.py:632 | Loaded existing ChromaDB collection: pynucleus_documents
2025-06-30 15:26:18,370 | pynucleus.rag.vector_store | INFO | vector_store.py:637 | ChromaDB collection contains 3772 documents
2025-06-30 15:26:18,370 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:41 | Vector store (chroma) initialized successfully
2025-06-30 15:26:18,371 | pynucleus | INFO | engine.py:58 | ChromaDB collection initialized successfully
2025-06-30 15:26:18,371 | pynucleus.pipeline.pipeline_rag | INFO | pipeline_rag.py:77 | ChromaDB collection contains 3772 documents
2025-06-30 15:26:18,371 | pynucleus.llm.llm_runner | INFO | llm_runner.py:27 | Loading model: Qwen/Qwen2.5-1.5B-Instruct
2025-06-30 15:26:29,252 | pynucleus.llm.llm_runner | INFO | llm_runner.py:47 | Model loaded successfully on device: cpu
2025-06-30 15:26:52,045 | pynucleus | INFO | engine.py:129 | Enhanced retrieval: 3 documents (filtered from 3) for query
2025-06-30 15:26:52,045 | pynucleus | INFO | engine.py:203 | Built enhanced context: 3 chunks, 2344 characters
2025-06-30 15:26:52,045 | pynucleus | INFO | engine.py:416 | Question complexity: Simple, Token limit: 250, Context length: 2344
2025-06-30 15:26:52,045 | pynucleus | INFO | model_loader.py:262 | Generating with HuggingFace model (max_tokens=250, stream=False)
2025-06-30 15:27:38,037 | pynucleus | INFO | answer_processing.py:72 | Deduplication: 11 -> 11 sentences
2025-06-30 15:27:38,037 | pynucleus.rag.answer_processing | INFO | answer_processing.py:219 | Deduplication: 11 -> 11 sentences
2025-06-30 15:27:38,042 | pynucleus | INFO | answer_processing.py:182 | Added citation to answer lacking proper citations
2025-06-30 15:27:38,042 | pynucleus.rag.answer_processing | INFO | answer_processing.py:238 | Added citation to answer lacking proper citations
2025-06-30 15:27:38,685 | pynucleus.eval.confidence_calibration | INFO | confidence_calibration.py:107 | Initialized ConfidenceCalibrator with method=both
2025-06-30 15:27:38,685 | pynucleus.eval.confidence_calibration | INFO | confidence_calibration.py:473 | No saved calibration models found
2025-06-30 15:27:38,685 | pynucleus.eval.confidence_calibration | WARNING | confidence_calibration.py:313 | Calibration models not trained, returning original confidence
2025-06-30 15:27:38,685 | pynucleus | INFO | engine.py:485 | Applied confidence calibration: {'original': 0.67, 'calibrated': 0.67}
2025-06-30 15:28:19,553 | pynucleus.llm.llm_runner | INFO | llm_runner.py:201 | Generated response in 40.82s
2025-06-30 15:29:17,728 | pynucleus | INFO | engine.py:129 | Enhanced retrieval: 3 documents (filtered from 3) for query
2025-06-30 15:29:17,729 | pynucleus | INFO | engine.py:203 | Built enhanced context: 3 chunks, 2232 characters
2025-06-30 15:29:17,729 | pynucleus | INFO | engine.py:416 | Question complexity: Simple, Token limit: 250, Context length: 2232
2025-06-30 15:29:17,729 | pynucleus | INFO | model_loader.py:262 | Generating with HuggingFace model (max_tokens=250, stream=False)
2025-06-30 15:30:15,662 | pynucleus | INFO | answer_processing.py:72 | Deduplication: 7 -> 7 sentences
2025-06-30 15:30:15,663 | pynucleus.rag.answer_processing | INFO | answer_processing.py:219 | Deduplication: 7 -> 7 sentences
2025-06-30 15:30:15,708 | pynucleus | INFO | answer_processing.py:182 | Added citation to answer lacking proper citations
2025-06-30 15:30:15,708 | pynucleus.rag.answer_processing | INFO | answer_processing.py:238 | Added citation to answer lacking proper citations
2025-06-30 15:30:15,709 | pynucleus.eval.confidence_calibration | WARNING | confidence_calibration.py:313 | Calibration models not trained, returning original confidence
2025-06-30 15:30:15,709 | pynucleus | INFO | engine.py:485 | Applied confidence calibration: {'original': 0.61, 'calibrated': 0.61}
2025-06-30 15:31:01,205 | pynucleus.llm.llm_runner | INFO | llm_runner.py:201 | Generated response in 45.44s
